date,close,high,low,open,volume
2024-10-09,2606.00,2607.70,2603.00,2603.00,152.00
2024-10-10,2620.60,2628.30,2602.50,2602.50,320.00
2024-10-11,2657.60,2658.10,2638.20,2638.30,12.00
2024-10-14,2647.80,2655.30,2647.80,2655.00,40.00
2024-10-15,2661.40,2661.40,2661.40,2661.40,39.00
2024-10-16,2674.00,2674.00,2674.00,2674.00,6.00
2024-10-17,2691.00,2691.70,2677.20,2677.40,30.00
2024-10-18,2713.70,2719.60,2713.70,2713.70,29.00
2024-10-21,2723.10,2738.40,2719.50,2721.90,52.00
2024-10-22,2744.20,2746.00,2728.60,2731.70,93.00
2024-10-23,2714.40,2742.50,2714.20,2742.50,18.00
2024-10-24,2734.90,2736.10,2729.00,2729.00,27.00
2024-10-25,2740.90,2742.40,2725.50,2725.50,29.00
2024-10-28,2742.90,2742.90,2729.50,2736.10,56.00
2024-10-29,2768.40,2768.40,2768.40,2768.40,848.00
2024-10-30,2788.50,2789.00,2774.60,2774.60,231.00
2024-10-31,2738.30,2787.50,2733.50,2787.40,849.00
2024-11-01,2738.60,2756.00,2734.20,2745.50,109.00
2024-11-04,2736.10,2737.10,2736.10,2736.50,16.00
2024-11-05,2740.30,2743.90,2740.30,2743.00,23.00
2024-11-06,2667.60,2734.50,2659.40,2734.50,427.00
2024-11-07,2698.40,2699.10,2662.50,2662.50,676.00
2024-11-08,2687.50,2694.60,2682.90,2688.50,1038.00
2024-11-11,2611.20,2671.70,2611.20,2671.70,20.00
2024-11-12,2600.00,2605.50,2592.80,2605.50,118.00
2024-11-13,2580.80,2611.80,2580.80,2611.10,53.00
2024-11-14,2568.20,2576.20,2554.20,2555.10,27.00
2024-11-15,2565.70,2565.70,2565.70,2565.70,20.00
2024-11-18,2610.60,2610.70,2589.40,2591.70,136.00
2024-11-19,2627.10,2627.70,2619.30,2621.90,87.00
2024-11-20,2648.20,2648.20,2638.50,2638.50,27.00
2024-11-21,2672.10,2672.10,2655.70,2659.30,33.00
2024-11-22,2709.90,2710.50,2685.60,2687.50,41.00
2024-11-25,2616.80,2689.40,2616.80,2689.40,94.00
2024-11-26,2620.30,2625.60,2620.30,2625.60,177858.00
2024-11-27,2639.90,2657.90,2627.20,2633.50,61653.00
2024-11-29,2657.00,2664.30,2620.70,2636.40,3861.00
2024-12-02,2634.90,2649.80,2621.70,2649.00,695.00
2024-12-03,2644.70,2654.70,2636.00,2639.00,1062.00
2024-12-04,2653.80,2658.30,2637.00,2639.20,249.00
2024-12-05,2626.60,2655.00,2625.70,2652.40,573.00
2024-12-06,2638.60,2643.10,2617.50,2620.20,571.00
2024-12-09,2664.90,2677.10,2630.80,2632.10,935.00
2024-12-10,2697.60,2698.20,2661.00,2662.30,437.00
2024-12-11,2733.80,2733.80,2693.10,2701.80,3387.00
2024-12-12,2687.50,2725.10,2677.40,2725.10,2365.00
2024-12-13,2656.00,2689.30,2647.90,2688.20,1125.00
2024-12-16,2651.40,2663.30,2651.00,2658.30,877.00
2024-12-17,2644.40,2652.30,2632.50,2651.80,705.00
2024-12-18,2636.50,2647.10,2590.20,2644.30,566.00
2024-12-19,2592.20,2610.30,2582.10,2582.10,238.00
2024-12-20,2628.70,2631.60,2604.90,2605.30,592.00
2024-12-23,2612.30,2627.70,2611.10,2620.00,451.00
2024-12-24,2620.00,2620.00,2609.50,2613.00,35.00
2024-12-26,2638.80,2638.80,2627.90,2628.50,84.00
2024-12-27,2617.20,2617.70,2616.40,2617.70,642.00
2024-12-30,2606.10,2626.90,2597.00,2620.70,794.00
2024-12-31,2629.20,2629.20,2604.90,2608.40,401.00
